replicate,level_type,level_value,dimension,birth,death,length
8,scarcity,0.9,0,0.0,1.0,1.0
8,scarcity,0.9,0,0.0,1.0,1.0
8,scarcity,0.9,0,0.0,1.0,1.0
8,scarcity,0.9,0,0.0,1.0,1.0
8,scarcity,0.9,0,0.0,1.0,1.0
8,scarcity,0.9,0,0.0,1.0,1.0
8,scarcity,0.9,0,0.0,1.0,1.0
8,scarcity,0.9,0,0.0,1.0,1.0
8,scarcity,0.9,0,0.0,2.0,2.0
8,scarcity,0.9,0,0.0,2.0,2.0
8,scarcity,1.0,0,0.0,1.0,1.0
8,scarcity,1.0,0,0.0,1.0,1.0
8,scarcity,1.0,0,0.0,1.0,1.0
8,scarcity,1.0,0,0.0,1.0,1.0
8,scarcity,1.0,0,0.0,1.0,1.0
8,scarcity,1.0,0,0.0,1.0,1.0
8,scarcity,1.0,0,0.0,1.0,1.0
8,scarcity,1.0,0,0.0,1.0,1.0
8,scarcity,1.0,0,0.0,1.0,1.0
8,scarcity,1.0,0,0.0,1.0,1.0
8,scarcity,1.0,0,0.0,1.0,1.0
8,scarcity,1.0,0,0.0,1.0,1.0
8,scarcity,1.0,0,0.0,1.0,1.0
8,scarcity,1.0,0,0.0,1.0,1.0
8,scarcity,1.0,0,0.0,1.0,1.0
8,scarcity,1.0,0,0.0,2.0,2.0
8,scarcity,1.0,0,0.0,2.0,2.0
9,scarcity,0.2,0,0.0,1.0,1.0
9,scarcity,0.2,0,0.0,1.0,1.0
9,scarcity,0.3,0,0.0,1.0,1.0
9,scarcity,0.4,0,0.0,1.0,1.0
9,scarcity,0.4,0,0.0,1.0,1.0
9,scarcity,0.4,0,0.0,1.0,1.0
9,scarcity,0.4,0,0.0,1.0,1.0
9,scarcity,0.4,0,0.0,1.0,1.0
9,scarcity,0.4,0,0.0,1.0,1.0
9,scarcity,0.5,0,0.0,1.0,1.0
9,scarcity,0.5,0,0.0,1.0,1.0
9,scarcity,0.5,0,0.0,1.0,1.0
9,scarcity,0.5,0,0.0,1.0,1.0
9,scarcity,0.5,0,0.0,1.0,1.0
9,scarcity,0.5,0,0.0,3.0,3.0
9,scarcity,0.6,0,0.0,1.0,1.0
9,scarcity,0.6,0,0.0,1.0,1.0
9,scarcity,0.6,0,0.0,1.0,1.0
9,scarcity,0.6,0,0.0,1.0,1.0
9,scarcity,0.6,0,0.0,1.0,1.0
9,scarcity,0.6,0,0.0,1.0,1.0
9,scarcity,0.6,0,0.0,1.0,1.0
9,scarcity,0.6,0,0.0,1.0,1.0
9,scarcity,0.6,0,0.0,2.0,2.0
9,scarcity,0.7,0,0.0,1.0,1.0
9,scarcity,0.7,0,0.0,1.0,1.0
9,scarcity,0.7,0,0.0,1.0,1.0
9,scarcity,0.7,0,0.0,1.0,1.0
9,scarcity,0.7,0,0.0,1.0,1.0
9,scarcity,0.7,0,0.0,1.0,1.0
9,scarcity,0.7,0,0.0,1.0,1.0
9,scarcity,0.7,0,0.0,1.0,1.0
9,scarcity,0.7,0,0.0,1.0,1.0
9,scarcity,0.7,0,0.0,2.0,2.0
9,scarcity,0.7,0,0.0,2.0,2.0
9,scarcity,0.8,0,0.0,1.0,1.0
9,scarcity,0.8,0,0.0,1.0,1.0
9,scarcity,0.8,0,0.0,1.0,1.0
9,scarcity,0.8,0,0.0,1.0,1.0
9,scarcity,0.8,0,0.0,1.0,1.0
9,scarcity,0.8,0,0.0,1.0,1.0
9,scarcity,0.8,0,0.0,1.0,1.0
9,scarcity,0.8,0,0.0,1.0,1.0
9,scarcity,0.8,0,0.0,1.0,1.0
9,scarcity,0.8,0,0.0,1.0,1.0
9,scarcity,0.8,0,0.0,1.0,1.0
9,scarcity,0.8,0,0.0,1.0,1.0
9,scarcity,0.8,0,0.0,1.0,1.0
9,scarcity,0.8,0,0.0,2.0,2.0
9,scarcity,0.8,0,0.0,2.0,2.0
9,scarcity,0.8,0,0.0,3.0,3.0
9,scarcity,0.9,0,0.0,1.0,1.0
9,scarcity,0.9,0,0.0,1.0,1.0
9,scarcity,0.9,0,0.0,1.0,1.0
9,scarcity,0.9,0,0.0,1.0,1.0
9,scarcity,0.9,0,0.0,1.0,1.0
9,scarcity,0.9,0,0.0,1.0,1.0
9,scarcity,0.9,0,0.0,1.0,1.0
9,scarcity,0.9,0,0.0,1.0,1.0
9,scarcity,0.9,0,0.0,1.0,1.0
9,scarcity,0.9,0,0.0,1.0,1.0
9,scarcity,0.9,0,0.0,1.0,1.0
9,scarcity,0.9,0,0.0,1.0,1.0
9,scarcity,0.9,0,0.0,1.0,1.0
9,scarcity,0.9,0,0.0,1.0,1.0
9,scarcity,0.9,0,0.0,1.0,1.0
9,scarcity,0.9,0,0.0,1.0,1.0
9,scarcity,0.9,0,0.0,1.0,1.0
9,scarcity,0.9,0,0.0,2.0,2.0
9,scarcity,0.9,0,0.0,2.0,2.0
9,scarcity,0.9,0,0.0,3.0,3.0
9,scarcity,1.0,0,0.0,1.0,1.0
9,scarcity,1.0,0,0.0,1.0,1.0
9,scarcity,1.0,0,0.0,1.0,1.0
9,scarcity,1.0,0,0.0,1.0,1.0
9,scarcity,1.0,0,0.0,1.0,1.0
9,scarcity,1.0,0,0.0,1.0,1.0
9,scarcity,1.0,0,0.0,1.0,1.0
9,scarcity,1.0,0,0.0,1.0,1.0
9,scarcity,1.0,0,0.0,1.0,1.0
9,scarcity,1.0,0,0.0,1.0,1.0
9,scarcity,1.0,0,0.0,1.0,1.0
9,scarcity,1.0,0,0.0,1.0,1.0
9,scarcity,1.0,0,0.0,1.0,1.0
9,scarcity,1.0,0,0.0,1.0,1.0
9,scarcity,1.0,0,0.0,1.0,1.0
9,scarcity,1.0,0,0.0,1.0,1.0
9,scarcity,1.0,0,0.0,1.0,1.0
9,scarcity,1.0,0,0.0,1.0,1.0
9,scarcity,1.0,0,0.0,1.0,1.0
9,scarcity,1.0,0,0.0,1.0,1.0
9,scarcity,1.0,0,0.0,2.0,2.0
9,scarcity,1.0,0,0.0,3.0,3.0
9,scarcity,1.0,0,0.0,3.0,3.0
10,scarcity,0.3,0,0.0,2.0,2.0
10,scarcity,0.4,0,0.0,1.0,1.0
10,scarcity,0.4,0,0.0,1.0,1.0
10,scarcity,0.4,0,0.0,1.0,1.0
10,scarcity,0.4,0,0.0,1.0,1.0
10,scarcity,0.5,0,0.0,1.0,1.0
10,scarcity,0.5,0,0.0,1.0,1.0
10,scarcity,0.5,0,0.0,1.0,1.0
10,scarcity,0.5,0,0.0,1.0,1.0
10,scarcity,0.5,0,0.0,1.0,1.0
10,scarcity,0.6,0,0.0,1.0,1.0
10,scarcity,0.6,0,0.0,1.0,1.0
10,scarcity,0.6,0,0.0,1.0,1.0
10,scarcity,0.6,0,0.0,1.0,1.0
10,scarcity,0.6,0,0.0,1.0,1.0
10,scarcity,0.7,0,0.0,1.0,1.0
10,scarcity,0.7,0,0.0,1.0,1.0
10,scarcity,0.7,0,0.0,1.0,1.0
10,scarcity,0.7,0,0.0,1.0,1.0
10,scarcity,0.7,0,0.0,1.0,1.0
10,scarcity,0.7,0,0.0,1.0,1.0
10,scarcity,0.7,0,0.0,1.0,1.0
10,scarcity,0.7,0,0.0,1.0,1.0
10,scarcity,0.7,0,0.0,1.0,1.0
10,scarcity,0.7,0,0.0,1.0,1.0
10,scarcity,0.8,0,0.0,1.0,1.0
10,scarcity,0.8,0,0.0,1.0,1.0
10,scarcity,0.8,0,0.0,1.0,1.0
10,scarcity,0.8,0,0.0,1.0,1.0
10,scarcity,0.8,0,0.0,1.0,1.0
10,scarcity,0.8,0,0.0,1.0,1.0
10,scarcity,0.8,0,0.0,1.0,1.0
10,scarcity,0.8,0,0.0,1.0,1.0
10,scarcity,0.8,0,0.0,1.0,1.0
10,scarcity,0.8,0,0.0,1.0,1.0
10,scarcity,0.8,0,0.0,2.0,2.0
10,scarcity,0.9,0,0.0,1.0,1.0
10,scarcity,0.9,0,0.0,1.0,1.0
10,scarcity,0.9,0,0.0,1.0,1.0
10,scarcity,0.9,0,0.0,1.0,1.0
10,scarcity,0.9,0,0.0,1.0,1.0
10,scarcity,0.9,0,0.0,1.0,1.0
10,scarcity,0.9,0,0.0,1.0,1.0
10,scarcity,0.9,0,0.0,1.0,1.0
10,scarcity,0.9,0,0.0,1.0,1.0
10,scarcity,0.9,0,0.0,1.0,1.0
10,scarcity,0.9,0,0.0,1.0,1.0
10,scarcity,0.9,0,0.0,1.0,1.0
10,scarcity,0.9,0,0.0,1.0,1.0
10,scarcity,0.9,0,0.0,1.0,1.0
10,scarcity,0.9,0,0.0,1.0,1.0
10,scarcity,0.9,0,0.0,1.0,1.0
10,scarcity,0.9,0,0.0,2.0,2.0
10,scarcity,1.0,0,0.0,1.0,1.0
10,scarcity,1.0,0,0.0,1.0,1.0
10,scarcity,1.0,0,0.0,1.0,1.0
10,scarcity,1.0,0,0.0,1.0,1.0
10,scarcity,1.0,0,0.0,1.0,1.0
10,scarcity,1.0,0,0.0,1.0,1.0
10,scarcity,1.0,0,0.0,1.0,1.0
10,scarcity,1.0,0,0.0,1.0,1.0
10,scarcity,1.0,0,0.0,1.0,1.0
10,scarcity,1.0,0,0.0,1.0,1.0
10,scarcity,1.0,0,0.0,1.0,1.0
10,scarcity,1.0,0,0.0,1.0,1.0
10,scarcity,1.0,0,0.0,1.0,1.0
10,scarcity,1.0,0,0.0,1.0,1.0
10,scarcity,1.0,0,0.0,1.0,1.0
10,scarcity,1.0,0,0.0,1.0,1.0
10,scarcity,1.0,0,0.0,1.0,1.0
10,scarcity,1.0,0,0.0,1.0,1.0
10,scarcity,1.0,0,0.0,1.0,1.0
10,scarcity,1.0,0,0.0,1.0,1.0
10,scarcity,1.0,0,0.0,2.0,2.0
